-6.25	21.75	0
3.75	21.75	0
3.75	-18.25	0
48.75	-18.25	0
48.75	-28.25	0
-51.25	-28.25	0
-51.25	-18.25	0
-6.25	-18.25	0
3.75	21.75	1000
-6.25	21.75	1000
-6.25	-18.25	1000
-51.25	-18.25	1000
-51.25	-28.25	1000
48.75	-28.25	1000
48.75	-18.25	1000
3.75	-18.25	1000
-6.25	61.75	0
-51.25	61.75	0
-51.25	71.75	0
48.75	71.75	0
48.75	61.75	0
3.75	61.75	0
3.75	61.75	1000
48.75	61.75	1000
48.75	71.75	1000
-51.25	71.75	1000
-51.25	61.75	1000
-6.25	61.75	1000
-1.25	21.75	0
3.75	16.75	0
3.75	11.75	0
3.75	6.75	0
3.75	1.75	0
3.75	-3.25	0
3.75	-8.25	0
3.75	-13.25	0
8.75	-18.25	0
13.75	-18.25	0
18.75	-18.25	0
23.75	-18.25	0
28.75	-18.25	0
33.75	-18.25	0
38.75	-18.25	0
43.75	-18.25	0
48.75	-23.25	0
43.75	-28.25	0
38.75	-28.25	0
33.75	-28.25	0
28.75	-28.25	0
23.75	-28.25	0
18.75	-28.25	0
13.75	-28.25	0
8.75	-28.25	0
3.75	-28.25	0
-1.25	-28.25	0
-6.25	-28.25	0
-11.25	-28.25	0
-16.25	-28.25	0
-21.25	-28.25	0
-26.25	-28.25	0
-31.25	-28.25	0
-36.25	-28.25	0
-41.25	-28.25	0
-46.25	-28.25	0
-51.25	-23.25	0
-46.25	-18.25	0
-41.25	-18.25	0
-36.25	-18.25	0
-31.25	-18.25	0
-26.25	-18.25	0
-21.25	-18.25	0
-16.25	-18.25	0
-11.25	-18.25	0
-6.25	-13.25	0
-6.25	-8.25	0
-6.25	-3.25	0
-6.25	1.75	0
-6.25	6.75	0
-6.25	11.75	0
-6.25	16.75	0
3.75	21.75	5
3.75	21.75	10
3.75	21.75	15
3.75	21.75	20
3.75	21.75	25
3.75	21.75	30
3.75	21.75	35
3.75	21.75	40
3.75	21.75	45
3.75	21.75	50
3.75	21.75	55
3.75	21.75	60
3.75	21.75	65
3.75	21.75	70
3.75	21.75	75
3.75	21.75	80
3.75	21.75	85
3.75	21.75	90
3.75	21.75	95
3.75	21.75	100
3.75	21.75	105
3.75	21.75	110
3.75	21.75	115
3.75	21.75	120
3.75	21.75	125
3.75	21.75	130
3.75	21.75	135
3.75	21.75	140
3.75	21.75	145
3.75	21.75	150
3.75	21.75	155
3.75	21.75	160
3.75	21.75	165
3.75	21.75	170
3.75	21.75	175
3.75	21.75	180
3.75	21.75	185
3.75	21.75	190
3.75	21.75	195
3.75	21.75	200
3.75	21.75	205
3.75	21.75	210
3.75	21.75	215
3.75	21.75	220
3.75	21.75	225
3.75	21.75	230
3.75	21.75	235
3.75	21.75	240
3.75	21.75	245
3.75	21.75	250
3.75	21.75	255
3.75	21.75	260
3.75	21.75	265
3.75	21.75	270
3.75	21.75	275
3.75	21.75	280
3.75	21.75	285
3.75	21.75	290
3.75	21.75	295
3.75	21.75	300
3.75	21.75	305
3.75	21.75	310
3.75	21.75	315
3.75	21.75	320
3.75	21.75	325
3.75	21.75	330
3.75	21.75	335
3.75	21.75	340
3.75	21.75	345
3.75	21.75	350
3.75	21.75	355
3.75	21.75	360
3.75	21.75	365
3.75	21.75	370
3.75	21.75	375
3.75	21.75	380
3.75	21.75	385
3.75	21.75	390
3.75	21.75	395
3.75	21.75	400
3.75	21.75	405
3.75	21.75	410
3.75	21.75	415
3.75	21.75	420
3.75	21.75	425
3.75	21.75	430
3.75	21.75	435
3.75	21.75	440
3.75	21.75	445
3.75	21.75	450
3.75	21.75	455
3.75	21.75	460
3.75	21.75	465
3.75	21.75	470
3.75	21.75	475
3.75	21.75	480
3.75	21.75	485
3.75	21.75	490
3.75	21.75	495
3.75	21.75	500
3.75	21.75	505
3.75	21.75	510
3.75	21.75	515
3.75	21.75	520
3.75	21.75	525
3.75	21.75	530
3.75	21.75	535
3.75	21.75	540
3.75	21.75	545
3.75	21.75	550
3.75	21.75	555
3.75	21.75	560
3.75	21.75	565
3.75	21.75	570
3.75	21.75	575
3.75	21.75	580
3.75	21.75	585
3.75	21.75	590
3.75	21.75	595
3.75	21.75	600
3.75	21.75	605
3.75	21.75	610
3.75	21.75	615
3.75	21.75	620
3.75	21.75	625
3.75	21.75	630
3.75	21.75	635
3.75	21.75	640
3.75	21.75	645
3.75	21.75	650
3.75	21.75	655
3.75	21.75	660
3.75	21.75	665
3.75	21.75	670
3.75	21.75	675
3.75	21.75	680
3.75	21.75	685
3.75	21.75	690
3.75	21.75	695
3.75	21.75	700
3.75	21.75	705
3.75	21.75	710
3.75	21.75	715
3.75	21.75	720
3.75	21.75	725
3.75	21.75	730
3.75	21.75	735
3.75	21.75	740
3.75	21.75	745
3.75	21.75	750
3.75	21.75	755
3.75	21.75	760
3.75	21.75	765
3.75	21.75	770
3.75	21.75	775
3.75	21.75	780
3.75	21.75	785
3.75	21.75	790
3.75	21.75	795
3.75	21.75	800
3.75	21.75	805
3.75	21.75	810
3.75	21.75	815
3.75	21.75	820
3.75	21.75	825
3.75	21.75	830
3.75	21.75	835
3.75	21.75	840
3.75	21.75	845
3.75	21.75	850
3.75	21.75	855
3.75	21.75	860
3.75	21.75	865
3.75	21.75	870
3.75	21.75	875
3.75	21.75	880
3.75	21.75	885
3.75	21.75	890
3.75	21.75	895
3.75	21.75	900
3.75	21.75	905
3.75	21.75	910
3.75	21.75	915
3.75	21.75	920
3.75	21.75	925
3.75	21.75	930
3.75	21.75	935
3.75	21.75	940
3.75	21.75	945
3.75	21.75	950
3.75	21.75	955
3.75	21.75	960
3.75	21.75	965
3.75	21.75	970
3.75	21.75	975
3.75	21.75	980
3.75	21.75	985
3.75	21.75	990
3.75	21.75	995
3.75	-18.25	995
3.75	-18.25	990
3.75	-18.25	985
3.75	-18.25	980
3.75	-18.25	975
3.75	-18.25	970
3.75	-18.25	965
3.75	-18.25	960
3.75	-18.25	955
3.75	-18.25	950
3.75	-18.25	945
