-6.25	21.7461	-1.1379E-11
3.75	21.7461	-1.05039E-11
3.75	-18.2539	0.000222219
48.75	-18.2539	0.000222219
48.75	-28.2539	0.000277774
-51.25	-28.2539	0.000277774
-51.25	-18.2539	0.000222219
-6.25	-18.2539	0.000222219
3.75	21.75	1000
-6.25	21.75	1000
-6.25	-18.25	1000
-51.25	-18.25	1000
-51.25	-28.25	1000
48.75	-28.25	1000
48.75	-18.25	1000
3.75	-18.25	1000
-6.25	61.7461	-0.000222219
-51.25	61.7461	-0.000222219
-51.25	71.7461	-0.000277774
48.75	71.7461	-0.000277774
48.75	61.7461	-0.000222219
3.75	61.7461	-0.000222219
3.75	61.75	1000
48.75	61.75	1000
48.75	71.75	1000
-51.25	71.75	1000
-51.25	61.75	1000
-6.25	61.75	1000
-1.25	21.7461	-1.09414E-11
3.75	16.7461	2.77774E-05
3.75	11.7461	5.55547E-05
3.75	6.74615	8.33321E-05
3.75	1.74615	0.00011111
3.75	-3.25385	0.000138887
3.75	-8.25385	0.000166664
3.75	-13.2539	0.000194442
8.75	-18.2539	0.000222219
13.75	-18.2539	0.000222219
18.75	-18.2539	0.000222219
23.75	-18.2539	0.000222219
28.75	-18.2539	0.000222219
33.75	-18.2539	0.000222219
38.75	-18.2539	0.000222219
43.75	-18.2539	0.000222219
48.75	-23.2539	0.000249996
43.75	-28.2539	0.000277774
38.75	-28.2539	0.000277774
33.75	-28.2539	0.000277774
28.75	-28.2539	0.000277774
23.75	-28.2539	0.000277774
18.75	-28.2539	0.000277774
13.75	-28.2539	0.000277774
8.75	-28.2539	0.000277774
3.75	-28.2539	0.000277774
-1.25	-28.2539	0.000277774
-6.25	-28.2539	0.000277774
-11.25	-28.2539	0.000277774
-16.25	-28.2539	0.000277774
-21.25	-28.2539	0.000277774
-26.25	-28.2539	0.000277774
-31.25	-28.2539	0.000277774
-36.25	-28.2539	0.000277774
-41.25	-28.2539	0.000277774
-46.25	-28.2539	0.000277774
-51.25	-23.2539	0.000249996
-46.25	-18.2539	0.000222219
-41.25	-18.2539	0.000222219
-36.25	-18.2539	0.000222219
-31.25	-18.2539	0.000222219
-26.25	-18.2539	0.000222219
-21.25	-18.2539	0.000222219
-16.25	-18.2539	0.000222219
-11.25	-18.2539	0.000222219
-6.25	-13.2539	0.000194442
-6.25	-8.25385	0.000166664
-6.25	-3.25385	0.000138887
-6.25	1.74615	0.00011111
-6.25	6.74615	8.33321E-05
-6.25	11.7461	5.55547E-05
-6.25	16.7461	2.77774E-05
3.75	21.7462	5
3.75	21.7462	10
3.75	21.7462	15
3.75	21.7463	20
3.75	21.7463	25
3.75	21.7463	30
3.75	21.7463	35
3.75	21.7464	40
3.75	21.7464	45
3.75	21.7464	50
3.75	21.7465	55
3.75	21.7465	60
3.75	21.7465	65
3.75	21.7465	70
3.75	21.7466	75
3.75	21.7466	80
3.75	21.7466	85
3.75	21.7467	90
3.75	21.7467	95
3.75	21.7467	100
3.75	21.7467	105
3.75	21.7468	110
3.75	21.7468	115
3.75	21.7468	120
3.75	21.7469	125
3.75	21.7469	130
3.75	21.7469	135
3.75	21.7469	140
3.75	21.747	145
3.75	21.747	150
3.75	21.747	155
3.75	21.7471	160
3.75	21.7471	165
3.75	21.7471	170
3.75	21.7471	175
3.75	21.7472	180
3.75	21.7472	185
3.75	21.7472	190
3.75	21.7472	195
3.75	21.7473	200
3.75	21.7473	205
3.75	21.7473	210
3.75	21.7474	215
3.75	21.7474	220
3.75	21.7474	225
3.75	21.7474	230
3.75	21.7475	235
3.75	21.7475	240
3.75	21.7475	245
3.75	21.7475	250
3.75	21.7476	255
3.75	21.7476	260
3.75	21.7476	265
3.75	21.7477	270
3.75	21.7477	275
3.75	21.7477	280
3.75	21.7477	285
3.75	21.7478	290
3.75	21.7478	295
3.75	21.7478	300
3.75	21.7478	305
3.75	21.7479	310
3.75	21.7479	315
3.75	21.7479	320
3.75	21.7479	325
3.75	21.748	330
3.75	21.748	335
3.75	21.748	340
3.75	21.748	345
3.75	21.7481	350
3.75	21.7481	355
3.75	21.7481	360
3.75	21.7481	365
3.75	21.7482	370
3.75	21.7482	375
3.75	21.7482	380
3.75	21.7482	385
3.75	21.7483	390
3.75	21.7483	395
3.75	21.7483	400
3.75	21.7483	405
3.75	21.7484	410
3.75	21.7484	415
3.75	21.7484	420
3.75	21.7484	425
3.75	21.7485	430
3.75	21.7485	435
3.75	21.7485	440
3.75	21.7485	445
3.75	21.7485	450
3.75	21.7486	455
3.75	21.7486	460
3.75	21.7486	465
3.75	21.7486	470
3.75	21.7487	475
3.75	21.7487	480
3.75	21.7487	485
3.75	21.7487	490
3.75	21.7487	495
3.75	21.7488	500
3.75	21.7488	505
3.75	21.7488	510
3.75	21.7488	515
3.75	21.7489	520
3.75	21.7489	525
3.75	21.7489	530
3.75	21.7489	535
3.75	21.7489	540
3.75	21.749	545
3.75	21.749	550
3.75	21.749	555
3.75	21.749	560
3.75	21.749	565
3.75	21.7491	570
3.75	21.7491	575
3.75	21.7491	580
3.75	21.7491	585
3.75	21.7491	590
3.75	21.7492	595
3.75	21.7492	600
3.75	21.7492	605
3.75	21.7492	610
3.75	21.7492	615
3.75	21.7492	620
3.75	21.7493	625
3.75	21.7493	630
3.75	21.7493	635
3.75	21.7493	640
3.75	21.7493	645
3.75	21.7493	650
3.75	21.7494	655
3.75	21.7494	660
3.75	21.7494	665
3.75	21.7494	670
3.75	21.7494	675
3.75	21.7494	680
3.75	21.7495	685
3.75	21.7495	690
3.75	21.7495	695
3.75	21.7495	700
3.75	21.7495	705
3.75	21.7495	710
3.75	21.7496	715
3.75	21.7496	720
3.75	21.7496	725
3.75	21.7496	730
3.75	21.7496	735
